RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description
2287,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,6,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2288,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,6.2,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2289,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,6.4,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2290,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,6.6,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2291,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,6.8,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2292,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,7,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2293,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,7.2,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2294,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,7.4,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2295,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,7.6,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2296,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,7.8,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2297,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,8,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2298,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,8.2,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2299,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,8.4,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2300,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,8.6,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2301,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,8.8,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2302,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,9,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2303,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,9.2,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2304,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,9.4,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2305,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,9.6,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2306,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,9.8,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
2307,double pulse,07/03/2010,30000,1000,Adcalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,ACU B,10,-7.17,3.14,HV on; all cable connect,double pulse,delay pulse only used for external,external trigger delay in ACU softeware ~2us,,,every 2 minutes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,test for today,07/05/2010,20000,1000,pedestal,period,~,~,~,~,~,0,5,2.00E+07,~,~,~,~,~,~,~,~,HV on; all cable connect,test,,,,,
2309,test for today,07/05/2010,20000,1000,pedestal,period,~,~,~,~,~,0,5,2.00E+07,500,ACU A,-8.2,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2310,test: error,07/05/2010,90000,1700,physics,external+NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-8.2,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2311,test: error,07/05/2010,60000,1500,physics,NHit,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-8.2,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2312,test,07/05/2010,310000,1670,physics,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2313,trigger efficiency,07/05/2010,1000000,1670,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2314,trigger efficiency,07/05/2010,320000,1650,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2315,trigger efficiency,07/05/2010,220000,1660,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2316,trigger efficiency,07/05/2010,230000,1660,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2317,trigger efficiency,07/05/2010,600000,1660,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2318,trigger efficiency,07/05/2010,440000,1660,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2319,trigger efficiency,07/05/2010,370000,1660,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2320,trigger efficiency,07/05/2010,6450000,1680,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.6,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2321,trigger efficiency,07/05/2010,230000,1680,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,,,,,
2322,trigger efficiency,07/05/2010,150000,1680,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.8,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2323,trigger efficiency,07/05/2010,150000,1820,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2324,trigger efficiency,07/05/2010,300000,1780,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-8,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2325,trigger efficiency,07/05/2010,210000,1650,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.05,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2326,trigger efficiency,07/05/2010,360000,1650,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.15,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2327,trigger efficiency,07/05/2010,630000,1650,physics,NHit + Esum+ external,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.25,2.92,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2328,test for today,07/05/2010,20000,1000,pedestal,period,~,~,~,~,~,0,5,2.00E+07,~,~,~,~,~,~,~,~,HV on; all cable connect,test,
2329,test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,?,~,~,~,~,HV on; all cable connect,test with ACU LED on,
2330,ACU A test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2331,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2332,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2333,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2334,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2335,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2336,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2337,ACU A Z scan test,07/05/2010,44000,1430,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2338,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.38,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2339,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.48,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2340,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2341,ACU A Z scan test,07/05/2010,46000,1470,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2342,ACU A Z scan test,07/05/2010,46000,1500,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2343,ACU A Z scan test,07/05/2010,46000,1510,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2344,ACU A Z scan test,07/05/2010,49000,1550,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2345,ACU A Z scan test,07/05/2010,49000,1560,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2346,ACU A Z scan test,07/05/2010,49000,1600,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2347,ACU A Z scan test,07/05/2010,50000,1660,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2348,ACU A Z scan test,07/05/2010,?,1600,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.38,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2349,ACU A Z scan test,07/05/2010,47000,1570,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.48,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2350,ACU A Z scan test,07/05/2010,47000,1510,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2351,ACU A Z scan test,07/05/2010,46000,1510,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2352,ACU A Z scan test,07/05/2010,43000,1450,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2353,ACU A Z scan test,07/05/2010,38000,1240,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2354,ACU A Z scan test,07/05/2010,37000,1020,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2355,ACU A Z scan test,07/05/2010,37000,1170,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2356,ACU A Z scan test,07/05/2010,38000,1210,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2357,ACU A Z scan test,07/05/2010,41000,1330,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2358,ACU A Z scan test,07/05/2010,48000,1540,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.38,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2359,ACU A Z scan test,07/05/2010,51000,1650,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.48,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2360,ACU A Z scan test,07/05/2010,51000,1680,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2361,ACU A Z scan test,07/05/2010,46000,1560,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2362,ACU A Z scan test,07/05/2010,40000,1270,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2363,ACU A Z scan test,07/05/2010,36000,1180,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2364,ACU A Z scan test,07/05/2010,36000,1170,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2365,ACU A Z scan test,07/05/2010,36000,1150,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,4.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2366,ACU A Z scan test,07/05/2010,36000,1160,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,4.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2367,ACU A Z scan test,07/05/2010,37000,1190,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,4.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2368,ACU A Z scan test,07/05/2010,24000,1160,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,4.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2369,ACU A Z scan test,07/05/2010,24000,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2370,ACU A Z scan test,07/05/2010,33000,1550,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2371,ACU A Z scan test,07/05/2010,33000,1540,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.38,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2372,ACU A Z scan test,07/05/2010,25000,1180,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,3.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2373,ACU A Z scan test,07/05/2010,31000,1480,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2374,ACU A Z scan test,07/05/2010,33000,1600,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.48,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2375,ACU A Z scan test,07/05/2010,33000,1640,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,2.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2376,ACU A Z scan test,07/05/2010,32000,1510,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2377,ACU A Z scan test,07/05/2010,30000,1420,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2378,ACU A Z scan test,07/05/2010,26000,1240,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,1.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2379,ACU A Z scan test,07/05/2010,24000,1160,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2380,ACU A Z scan test,07/05/2010,24000,1170,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.07,0.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2381,ACU A Z scan test,07/05/2010,36000,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2382,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2383,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2384,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2385,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2386,ACU A Z scan test,07/05/2010,?,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2387,ACU A Z scan test,07/05/2010,52000,?,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2388,ACU A Z scan test,07/05/2010,51000,1760,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2389,ACU A Z scan test,07/05/2010,51000,1760,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.38,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2390,ACU A Z scan test,07/05/2010,51000,1710,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.48,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2391,ACU A Z scan test,07/05/2010,52000,1660,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2392,ACU A Z scan test,07/05/2010,52000,1730,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2393,ACU A Z scan test,07/05/2010,51000,1740,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2394,ACU A Z scan test,07/05/2010,51000,1690,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2395,ACU A Z scan test,07/05/2010,50000,1780,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,1.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2396,ACU A Z scan test,07/05/2010,52000,1670,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2397,ACU A Z scan test,07/05/2010,51000,1720,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.18,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2398,ACU A Z scan test,07/05/2010,51000,1680,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.28,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2399,ACU A Z scan test,07/05/2010,50000,1640,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.38,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2400,ACU A Z scan test,07/05/2010,48000,1550,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.48,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2401,ACU A Z scan test,07/05/2010,47000,1500,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.58,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2402,ACU A Z scan test,07/05/2010,46000,1490,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.68,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2403,ACU A Z scan test,07/05/2010,46000,1450,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.78,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2404,ACU A Z scan test,07/05/2010,49000,1570,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.88,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2405,ACU A Z scan test,07/05/2010,52000,1770,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,2.98,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
2406,ACU A Z scan test,07/05/2010,51000,1650,Adcalib,NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,3.08,~,~,~,~,HV on; all cable connect,test with ACU LED on,no external trigger input 
