RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description,,,,
6257,"FEE threhould test wit hACU A LED,group 4",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,45,40,~,~,~,1500,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,FEE threshold test with ACU A LED,
6258,"FEE threhould test wit hACU A LED,group 4",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,45,40,~,~,~,1500,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,FEE threshold test with ACU A LED,
,,,,,,,,,,,,,,,,,,,,,,,,,
6259,"test run with standalone LED, TDC calibration",9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,5V",0,~,~,~,~,,AD uniformity,
6260,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.7V",0,~,~,~,~,,AD uniformity,
6261,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,?V",0,~,~,~,~,,AD uniformity,
6262,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,?V",0,~,~,~,~,,AD uniformity,
6263,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,?V",0,~,~,~,~,,AD uniformity,
6264,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,?V",0,~,~,~,~,,AD uniformity,
6265,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.66V",0,~,~,~,~,,AD uniformity,
6266,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.65V",0,~,~,~,~,,AD uniformity,
6267,test run with standalone LED,9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.61V",0,~,~,~,~,,AD uniformity,
6268,test run with standalone LED,9/29/10,10000,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,~,~,~,,AD uniformity,
6269,test run with standalone LED,9/29/10,100000,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,~,~,~,,AD uniformity,
6270,"test run with standalone LED,DAQ error",9/29/10,,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring8,~,~,~,~,,AD uniformity,
6271,test run with standalone LED,9/29/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring8,~,~,~,~,,AD uniformity,
6272,test run with standalone LED,9/29/10,121s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring7,~,~,~,~,,AD uniformity,
6273,test run with standalone LED,9/29/10,122s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6,~,~,~,~,,AD uniformity,
6274,test run with standalone LED,9/29/10,123s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5,~,~,~,~,,AD uniformity,
6275,test run with standalone LED,9/29/10,124s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring4.5(0),~,~,~,~,,AD uniformity,
6276,test run with standalone LED,9/29/10,125s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring4,~,~,~,~,,AD uniformity,
6277,test run with standalone LED,9/29/10,126s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring3,~,~,~,~,,AD uniformity,
6278,test run with standalone LED,9/29/10,127s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring2,~,~,~,~,,AD uniformity,
6279,test run with standalone LED,9/29/10,128s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring4.5(0),~,~,~,~,,AD uniformity,
6280,test run with standalone LED,9/29/10,129s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring7.5,~,~,~,~,,AD uniformity,
6281,test run with standalone LED,9/29/10,130s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6.5,~,~,~,~,,AD uniformity,
6282,test run with standalone LED,9/29/10,131s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5.5,~,~,~,~,,AD uniformity,
6283,test run with standalone LED,9/29/10,132s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring4.5(0),~,~,~,~,,AD uniformity,
6284,test run with standalone LED,9/29/10,133s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring3.5,~,~,~,~,,AD uniformity,
6285,test run with standalone LED,9/29/10,134s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring2.5,~,~,~,~,,AD uniformity,
6286,test run with standalone LED,9/29/10,135s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring1.5,~,~,~,~,,AD uniformity,
,,,,,,,,,,,,,,,,,,,,,,,,,
6287,TDC calibration with MO B LED,9/30/10,150000,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.3,~,~,~,~,~,,TDC calibration,
6288,"TDC calibration with Standalone LED, LED not flashing",9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,~,~,~,,TDC calibration,
6289,"test run with standalone LED, LED not flashing",9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5,~,~,~,~,,AD uniformity,
6290,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5,~,~,~,~,,AD uniformity,
6291,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5+10cm,~,~,~,~,,AD uniformity,
6292,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5+20cm,~,~,~,~,,AD uniformity,
6293,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring5+30cm,~,~,~,~,,AD uniformity,
6294,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6,~,~,~,~,,AD uniformity,
6295,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6+10cm,~,~,~,~,,AD uniformity,
6296,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6+20cm,~,~,~,~,,AD uniformity,
6297,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6+30cm,~,~,~,~,,AD uniformity,
6298,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6+40cm,~,~,~,~,,AD uniformity,
6299,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring7,~,~,~,~,,AD uniformity,
6300,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring7+17cm,~,~,~,~,,AD uniformity,
6301,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring7+34cm,~,~,~,~,,AD uniformity,
6302,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring6,~,~,~,~,,AD uniformity,
6303,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring3,~,~,~,~,,AD uniformity,
6304,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring3-15cm,~,~,~,~,,AD uniformity,
6305,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring3-30cm,~,~,~,~,,AD uniformity,
6306,test run with standalone LED,9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",ring3-45cm,~,~,~,~,,AD uniformity,
6307,"test run with standalone LED, afterpulse",9/30/10,120s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,~,~,~,,after pulse,
6308,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,1,~,~,,after pulse,
6309,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,2,~,~,,after pulse,
6310,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,3,~,~,,after pulse,
6311,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,4,~,~,,after pulse,
6312,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,5,~,~,,after pulse,
6313,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,6,~,~,,after pulse,
6314,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,7,~,~,,after pulse,
6315,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,8,~,~,,after pulse,
6316,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,9,~,~,,after pulse,
6317,"test run with standalone LED, afterpulse",9/30/10,120s,1000,physics,external,~,~,~,~,~,750,5,2.00E+07,500,stanalone,"40ns,4.595V",0,~,10,~,~,,after pulse,
6318,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.3,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6319,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.35,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6320,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.4,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6321,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.45,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6322,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.5,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6323,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.55,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6324,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.6,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6325,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.65,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6326,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.7,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6327,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.75,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6328,MO M LED intensity scan,9/30/10,60s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.8,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6329,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.85,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6330,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.9,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6331,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.95,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6332,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6333,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.1,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6334,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.2,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6335,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.3,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6336,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.4,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6337,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.5,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6338,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.6,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6339,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.7,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6340,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.8,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6341,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.9,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6342,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6343,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.1,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6344,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.2,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6345,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.3,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6346,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.4,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6347,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.5,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6348,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.8,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6349,MO M LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-8,~,~,,~,~,,"MO M intensity scan, with MO B driver cable",
6350,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.3,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6351,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.35,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6352,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.4,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6353,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.45,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6354,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.5,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6355,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.55,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6356,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.6,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6357,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.65,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6358,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.7,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6359,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.75,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6360,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.8,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6361,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.85,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6362,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.9,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6363,MO T LED intensity scan,9/30/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-5.95,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6364,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6365,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.1,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6366,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.2,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6367,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.3,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6368,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.4,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6369,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.5,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6370,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.6,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6371,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.7,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6372,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.8,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6373,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-6.9,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6374,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6375,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7.1,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6376,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7.2,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6377,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7.3,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6378,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7.4,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6379,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7.5,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6380,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-7.8,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6381,MO T LED intensity scan,9/30/10,20s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-8,~,~,,~,~,,"MO T intensity scan, with MO B driver cable",
6382,test,9/30/10,20s,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,MO T,-8,~,~,,~,~,,test,
6383,"FEE preADC mode test, average 4",9/30/10,2m,1630,physics,external+ Npmt+ total esum,45,40,~,~,~,750,5,2.00E+07,500,MO B,-6,~,~,,~,~,,FEE preADC test,
6384,"FEE preADC mode test, ",9/30/10,,1630,physics,external,45,40,~,~,~,750,5,2.00E+07,500,MO B,-6,~,~,,~,~,,FEE preADC test,
6385,FEE preADC mode test,9/30/10,2m,1630,physics,external,45,40,~,~,~,750,5,2.00E+07,500,MO B,-6,~,~,,~,~,,FEE preADC test,
6386,FADC test with single FEE board intput,9/30/10,2m,1630,physics,external,45,40,~,~,~,750,5,2.00E+07,500,MO B,-6,~,~,,~,~,,"FADC test, disconnect slot6, slot 8 from FADC board",
6387,noise test  with HV off,9/30/10,0,0,physics,external ,~,~,~,~,~,200,5,2.00E+07,~,~,~,~,~,,~,~,,"FADC test, disconnect slot6, slot 8 from FADC board",
6388,noise test  with HV off,9/30/10,5m,1000,physics,period,~,~,~,~,1000,200,5,2.00E+07,~,~,~,~,~,,~,~,,"FADC test, disconnect slot6, slot 8 from FADC board",
6389,noise test  with HV off,9/30/10,1m,1000,physics,period,~,~,~,~,1000,50,5,2.00E+07,~,~,~,~,~,,~,~,,"FADC test, disconnect slot6, slot 8 from FADC board",
6390,noise test  with HV off,9/30/10,1m,1000,physics,period,~,~,~,~,1000,25,5,2.00E+07,~,~,~,~,~,,~,~,,"FADC test, disconnect slot6, slot 8 from FADC board",
,,,,,,,,,,,,,,,,,,,,,,,,,
6391,"ACU C test, around OAV bottom",10/4/10,5m,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-6.9,-1.92,~,,~,~,,ACU C test around the OAV bottom,
6392,"ACU C test, around OAV bottom",10/4/10,5m,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.1,-1.92,~,,~,~,,ACU C test around the OAV bottom,
6393,"ACU C test, around OAV bottom",10/4/10,5m,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.3,-1.92,~,,~,~,,ACU C test around the OAV bottom,
6394,"ACU C test, around OAV bottom",10/4/10,5m,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.4,-1.92,~,,~,~,,ACU C test around the OAV bottom,
6395,"ACU C test, around OAV bottom, ACU error",10/4/10,3m,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.8,-1.92,~,,~,~,,ACU C test around the OAV bottom,
6396,"ACU C test, around OAV bottom",10/4/10,3m,500,physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.8,-1.92,~,,~,~,,ACU C test around the OAV bottom,
6397,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-6.8,0,~,,~,~,,ACU C intensitty scan,
6398,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-6.9,0,~,,~,~,,ACU C intensitty scan,
6399,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7,0,~,,~,~,,ACU C intensitty scan,
6400,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.1,0,~,,~,~,,ACU C intensitty scan,
6401,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.2,0,~,,~,~,,ACU C intensitty scan,
6402,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.3,0,~,,~,~,,ACU C intensitty scan,
6403,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.4,0,~,,~,~,,ACU C intensitty scan,
6404,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.5,0,~,,~,~,,ACU C intensitty scan,
6405,ACU C test normal intensity scan,10/4/10,30s,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU C,-7.7,0,~,,~,~,,ACU C intensitty scan,
