RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description,,,,
5658,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0,~,~,~,0,,Intensity scan,,
5659,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,0,,Intensity scan,,
5660,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.45,0,~,~,~,0,,Intensity scan,,
5661,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,0,,Intensity scan,,
5662,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.6,0,~,~,~,0,,Intensity scan,,
5663,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,0,,Intensity scan,,
5664,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.8,0,~,~,~,0,,Intensity scan,,
5665,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,0,,Intensity scan,,
5666,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8,0,~,~,~,0,,Intensity scan,,
5667,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.2,0,~,~,~,0,,Intensity scan,,
5668,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.4,0,~,~,~,0,,Intensity scan,,
5669,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.6,0,~,~,~,0,,Intensity scan,,
5670,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-8.8,0,~,~,~,0,,Intensity scan,,
5671,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9,0,~,~,~,0,,Intensity scan,,
5672,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9.25,0,~,~,~,0,,Intensity scan,,
5673,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9.5,0,~,~,~,0,,Intensity scan,,
5674,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-9.8,0,~,~,~,0,,Intensity scan,,
5675,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-6.8,0,~,~,~,0,,Intensity scan,,HV at 1.0E+7 gain
5676,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-6.85,0,~,~,~,0,,Intensity scan,,
5677,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-6.9,0,~,~,~,0,,Intensity scan,,
5678,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-6.95,0,~,~,~,0,,Intensity scan,,
5679,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7,0,~,~,~,0,,Intensity scan,,
5680,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.05,0,~,~,~,0,,Intensity scan,,
5681,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.1,0,~,~,~,0,,Intensity scan,,
5682,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.15,0,~,~,~,0,,Intensity scan,,
5683,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.2,0,~,~,~,0,,Intensity scan,,
5684,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.25,0,~,~,~,0,,Intensity scan,,
5685,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.3,0,~,~,~,0,,Intensity scan,,
5686,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.35,0,~,~,~,0,,Intensity scan,,
5687,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.4,0,~,~,~,0,,Intensity scan,,
5688,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.45,0,~,~,~,0,,Intensity scan,,
5689,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.5,0,~,~,~,0,,Intensity scan,,
5690,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.6,0,~,~,~,0,,Intensity scan,,
5691,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.7,0,~,~,~,0,,Intensity scan,,
5692,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.8,0,~,~,~,0,,Intensity scan,,
5693,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-7.9,0,~,~,~,0,,Intensity scan,,
5694,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-8,0,~,~,~,0,,Intensity scan,,
5695,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-8.2,0,~,~,~,0,,Intensity scan,,
5696,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-8.4,0,~,~,~,0,,Intensity scan,,
5697,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-8.6,0,~,~,~,0,,Intensity scan,,
5698,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-8.8,0,~,~,~,0,,Intensity scan,,
5699,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-9,0,~,~,~,0,,Intensity scan,,
5700,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-9.25,0,~,~,~,0,,Intensity scan,,
5701,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-9.5,0,~,~,~,0,,Intensity scan,,
5702,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.00E+07,500,ACU A,-9.8,0,~,~,~,0,,Intensity scan,,
5703,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-6.8,0,~,~,~,0,,Intensity scan,,HV at 1.5E+7 gain
5704,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-6.85,0,~,~,~,0,,Intensity scan,,
5705,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-6.9,0,~,~,~,0,,Intensity scan,,
5706,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-6.95,0,~,~,~,0,,Intensity scan,,
5707,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7,0,~,~,~,0,,Intensity scan,,
5708,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.05,0,~,~,~,0,,Intensity scan,,
5709,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.1,0,~,~,~,0,,Intensity scan,,
5710,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.15,0,~,~,~,0,,Intensity scan,,
5711,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.2,0,~,~,~,0,,Intensity scan,,
5712,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.25,0,~,~,~,0,,Intensity scan,,
5713,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.3,0,~,~,~,0,,Intensity scan,,
5714,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.35,0,~,~,~,0,,Intensity scan,,
5715,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.4,0,~,~,~,0,,Intensity scan,,
5716,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.45,0,~,~,~,0,,Intensity scan,,
5717,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.5,0,~,~,~,0,,Intensity scan,,
5718,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.6,0,~,~,~,0,,Intensity scan,,
5719,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.7,0,~,~,~,0,,Intensity scan,,
5720,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.8,0,~,~,~,0,,Intensity scan,,
5721,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-7.9,0,~,~,~,0,,Intensity scan,,
5722,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-8,0,~,~,~,0,,Intensity scan,,
5723,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-8.2,0,~,~,~,0,,Intensity scan,,
5724,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-8.4,0,~,~,~,0,,Intensity scan,,
5725,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-8.6,0,~,~,~,0,,Intensity scan,,
5726,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-8.8,0,~,~,~,0,,Intensity scan,,
5727,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-9,0,~,~,~,0,,Intensity scan,,
5728,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-9.25,0,~,~,~,0,,Intensity scan,,
5729,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-9.5,0,~,~,~,0,,Intensity scan,,
5730,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,1.50E+07,500,ACU A,-9.8,0,~,~,~,0,,Intensity scan,,
5731,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-6.8,0,~,~,~,0,,Intensity scan,,HV at2.5E+7 gain
5732,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-6.85,0,~,~,~,0,,Intensity scan,,
5733,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-6.9,0,~,~,~,0,,Intensity scan,,
5734,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-6.95,0,~,~,~,0,,Intensity scan,,
5735,ACU A LED intensity scan / PMT gain calibration,9/22/10,150000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7,0,~,~,~,0,,Intensity scan,,
5736,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.05,0,~,~,~,0,,Intensity scan,,
5737,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.1,0,~,~,~,0,,Intensity scan,,
5738,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.15,0,~,~,~,0,,Intensity scan,,
5739,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.2,0,~,~,~,0,,Intensity scan,,
5740,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.25,0,~,~,~,0,,Intensity scan,,
5741,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.3,0,~,~,~,0,,Intensity scan,,
5742,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.35,0,~,~,~,0,,Intensity scan,,
5743,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.4,0,~,~,~,0,,Intensity scan,,
5744,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.45,0,~,~,~,0,,Intensity scan,,
5745,ACU A LED intensity scan / PMT gain calibration,9/22/10,30000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.5,0,~,~,~,0,,Intensity scan,,
5746,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.6,0,~,~,~,0,,Intensity scan,,,,
5747,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.7,0,~,~,~,0,,Intensity scan,,,,
5748,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.8,0,~,~,~,0,,Intensity scan,,,,
5749,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-7.9,0,~,~,~,0,,Intensity scan,,,,
5750,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-8,0,~,~,~,0,,Intensity scan,,,,
5751,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-8.2,0,~,~,~,0,,Intensity scan,,,,
5752,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-8.4,0,~,~,~,0,,Intensity scan,,,,
5753,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-8.6,0,~,~,~,0,,Intensity scan,,,,
5754,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-8.8,0,~,~,~,0,,Intensity scan,,,,
5755,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-9,0,~,~,~,0,,Intensity scan,,,,
5756,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-9.25,0,~,~,~,0,,Intensity scan,,,,
5757,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-9.5,0,~,~,~,0,,Intensity scan,,,,
5758,ACU A LED intensity scan / PMT gain calibration,9/22/10,15000,500,ADCalib,external,~,~,~,~,~,750,5,2.50E+07,500,ACU A,-9.8,0,~,~,~,0,,Intensity scan,,,,
5759,Trigger threshold scan with muon + noise,9/22/10,,1460,Physics,Npmt,35,~,~,~,~,750,5,2.00E+07,~ ,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,HV at 2E7 gain
5760,Trigger threshold scan with muon + noise,9/22/10,,3000,Physics,Npmt,10,~,~,~,~,750,5,2.00E+07,~ ,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,
5761,Trigger threshold scan with muon + noise,9/22/10,,2760,Physics,Npmt,20,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,
5762,Trigger threshold scan with muon + noise,9/22/10,,2080,Physics,Npmt,30,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5763,Trigger threshold scan with muon + noise,9/22/10,,1220,Physics,Npmt,40,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5764,Trigger threshold scan with muon + noise,9/22/10,,760,Physics,Npmt,50,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5765,Trigger threshold scan with muon + noise,9/22/10,,500,Physics,Npmt,60,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5766,Trigger threshold scan with muon + noise,9/22/10,,3200,Physics,TotalESum,10,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5767,Trigger threshold scan with muon + noise,9/22/10,,3050,Physics,TotalESum,20,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5768,Trigger threshold scan with muon + noise,9/22/10,,1550,Physics,TotalESum,30,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5769,Trigger threshold scan with muon + noise,9/22/10,,780,Physics,TotalESum,40,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5770,Trigger threshold scan with muon + noise,9/22/10,,450,Physics,TotalESum,50,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5771,Trigger threshold scan with muon + noise,9/22/10,,450,Physics,TotalESum,50,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5772,Trigger threshold scan with muon + noise,9/22/10,,280,Physics,TotalESum,60,~,~,~,~,750,5,2.00E+07,~,~,~,~,~,~,~,0,,Trigger threshold versus trigger rates scan,,,,,,
5773,Long stability run (double pulse),9/22/10,,1300,Physics,Npmt+TotalESum,45,40,~,~,~,750,5,2.00E+07,200,ACU A,-7.2,~,ACU B,20,-7.25,0,,"Long stability run, with ~200 p.e prompt pulse and ~800 p.e delayed pulse",,,"The HV for Top C 2inch PMT is turned off at around 14:02, 2010-09-24. The corresponding file number is roughly 2370. In the morning at 2010-09-24, the cables for the Top C and the Top B 2inch PMT are temporarily disconnected at the decoupler box end, for the scope investigation. Details can be found in http://web.dyb.ihep.ac.cn:8099/Commissioning/254.",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,TDC calibration with ACU A,9/28/10,,500,Physics,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.8,~,~,~,~,0,,TDC calibration with ACU A LED and large intensity,,,,,,
5775,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,2000,ADCalib,Npmt+TotalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.2,-7.25,0,,double pulse separation scan with ACU A and B,,,,,,
5776,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,2000,ADCalib,Npmt+TotalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.4,-7.25,0,,double pulse separation scan with ACU A and B,,,,,,
5777,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,2000,ADCalib,Npmt+TotalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.6,-7.25,0,,double pulse separation scan with ACU A and B,
5778,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,2000,ADCalib,Npmt+TotalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.8,-7.25,0,,double pulse separation scan with ACU A and B,
5779,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,2000,ADCalib,Npmt+TotalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1,-7.25,0,,double pulse separation scan with ACU A and B,
5780,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,2000,ADCalib,Npmt+TotalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1.2,-7.25,0,,double pulse separation scan with ACU A and B,
5781,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.2,-7.25,0,,double pulse separation scan with ACU A and B,
5782,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.4,-7.25,0,,double pulse separation scan with ACU A and B,
5783,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.6,-7.25,0,,double pulse separation scan with ACU A and B,
5784,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,0.8,-7.25,0,,double pulse separation scan with ACU A and B,
5785,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1,-7.25,0,,double pulse separation scan with ACU A and B,
5786,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1.2,-7.25,0,,double pulse separation scan with ACU A and B,
5787,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1.4,-7.25,0,,double pulse separation scan with ACU A and B,
5788,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1.6,-7.25,0,,double pulse separation scan with ACU A and B,
5789,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,1.8,-7.25,0,,double pulse separation scan with ACU A and B,
5790,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,2,-7.25,0,,double pulse separation scan with ACU A and B,
5791,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,2.2,-7.25,0,,double pulse separation scan with ACU A and B,
5792,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,2.4,-7.25,0,,double pulse separation scan with ACU A and B,
5793,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,2.6,-7.25,0,,double pulse separation scan with ACU A and B,
