RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description
6992,test with LED,2011-Jan-24,,940,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.5,~,~,~,~,~,without FADC,
6993,test with LED: disconnect crossIn cable from ACU,2011-Jan-24,,940,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.5,~,~,~,~,~,without FADC,
6994,test with LED,2011-Jan-24,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.4,~,~,~,~,~,without FADC,
6995,test with LED,2011-Jan-24,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.3,~,~,~,~,~,without FADC,
6996,test with LED,2011-Jan-24,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.35,~,~,~,~,~,without FADC,
6997,test with LED,2011-Jan-24,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.38,~,~,~,~,~,without FADC,
6998,long term,2011-Jan-24,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.38,~,~,~,~,~,without FADC,
6999,total Esum noise test,2011-Jan-24,,?,ADCalib,crossIn +Nhit + ESumADC + period,40,~,~,~,100,750,5,2.00E+07,100,MO mid,-4.38,~,~,~,~,~,without FADC,
7000,long term,2011-Jan-24,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.65,~,~,~,~,~,without FADC,"LED started at -4.38V, then -4.8V, finally -4.65 (see DocDB-5951, slides 15-18)"
,,,,,,,,,,,,,,,,,,,,,,,,
7005,long term (part II),2011-Jan-26,,930,ADCalib,crossIn +Nhit + totalESum+ period,40,40,~,~,100,750,5,2.00E+07,100,MO mid,-4.65,~,~,~,~,~,without FADC,LED at -4.65 V when flashing
,,,,,,,,,,,,,,,,,,,,,,,,
